id,camera_number,original_id,latitude,longitude,utm_x,utm_y,street,intersection,neighborhood,camera_type,status,status_id,organizational_unit,installation_date,is_active,is_public,is_santos_aovivo,created_at,updated_at
104,CAM1581,2849,-23.94347855,-46.33059000,364597.00,7351393.00,Avenida Senador Pinheiro Machado,Rua Julio de Mesquita,Vila Mathias,Fixa Digital HD,Em Funcionamento,1,,2021-06-25,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
105,CAM1583,2851,-23.97434429,-46.31606648,366107.00,7347989.00,Avenida Doutor Epitácio Pessoa,Rua Oswaldo Cochrane,Embaré,Fixa Digital HD,Em Funcionamento,1,,2021-07-08,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
106,CAM1584,2852,-23.97433535,-46.31605656,366108.00,7347990.00,Avenida Doutor Epitácio Pessoa,Rua Oswaldo Cochrane,Embaré,Fixa Digital HD,Em Funcionamento,1,,2021-07-08,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
107,CAM1588,2856,-23.97083824,-46.31947059,365757.00,7348374.00,Avenida Siqueira Campos,Rua Conselheiro Lafayette,Embaré,Fixa Digital HD,Em Funcionamento,1,,2021-07-08,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
108,CAM1589,2857,-23.97084718,-46.31948051,365756.00,7348373.00,Avenida Siqueira Campos,Rua Conselheiro Lafayette,Embaré,Fixa Digital HD,Em Funcionamento,1,,2021-07-08,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
109,CAM1591,2859,-23.97229855,-46.31978030,365727.00,7348212.00,Avenida Siqueira Campos,Avenida Doutor Epitácio Pessoa,Embaré,Fixa Digital HD,Em Funcionamento,1,,2021-07-08,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
110,CAM1592,2860,-23.97229846,-46.31979013,365726.00,7348212.00,Avenida Siqueira Campos,Avenida Doutor Epitácio Pessoa,Embaré,Fixa Digital HD,Em Funcionamento,1,,2021-07-08,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
111,CAM1593,2865,-23.98333695,-46.30890423,366845.00,7347000.00,Avenida Bartholomeu de Gusmão,,Aparecida,Fixa Digital HD,Em Funcionamento,1,,2021-07-16,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
112,CAM1594,2866,-23.98333695,-46.30890423,366845.00,7347000.00,Avenida Bartholomeu de Gusmão,,Aparecida,Fixa Digital HD,Em Funcionamento,1,,2021-07-16,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
113,CAM1595,2867,-23.98333695,-46.30890423,366845.00,7347000.00,Avenida Bartholomeu de Gusmão,,Aparecida,Fixa Digital HD,Em Funcionamento,1,,2021-07-16,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
114,CAM1596,2868,-23.96751875,-46.34503746,363152.00,7348717.00,Avenida Presidente Wilson,Avenida Senador Pinheiro Machado,Pompéia,Fixa Digital HD,Em Funcionamento,1,,2021-07-21,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
115,CAM1597,2869,-23.96752787,-46.34502773,363153.00,7348716.00,Avenida Presidente Wilson,Avenida Senador Pinheiro Machado,Pompéia,Fixa Digital HD,Em Funcionamento,1,,2021-07-21,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
116,CAM1598,2870,-23.96752778,-46.34503756,363152.00,7348716.00,Avenida Presidente Wilson,Avenida Senador Pinheiro Machado,Pompéia,Fixa Digital HD,Em Funcionamento,1,,2021-07-21,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
117,CAM1603,2891,-23.94421002,-46.36760109,360831.00,7351276.00,Avenida Hugo Maia,Avenida Jovino de Mello,Caneleira,Fixa Digital HD,Em Funcionamento,1,,2021-08-16,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
118,CAM1604,2892,-23.94421002,-46.36760109,360831.00,7351276.00,Avenida Hugo Maia,Avenida Jovino de Mello,Caneleira,Fixa Digital HD,Em Funcionamento,1,,2021-08-16,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
119,CAM1606,2894,-23.95329429,-46.33690101,363965.00,7350300.00,Avenida Bernardino de Campos,Rua Carvalho de Mendonça,Campo Grande,Fixa Digital HD,Em Funcionamento,1,,2021-08-18,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
120,CAM1609,2897,-23.93517338,-46.32396134,365263.00,7352319.00,Avenida João Pessoa,Rua Braz Cubas,Centro,Fixa Digital HD,Em Funcionamento,1,,2021-08-19,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
121,CAM1612,2899,-23.93430565,-46.32823619,364827.00,7352411.00,Avenida João Pessoa,Rua Dom Pedro II,Centro,Fixa Digital HD,Em Funcionamento,1,,2021-08-19,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
122,CAM1613,2900,-23.93430557,-46.32824602,364826.00,7352411.00,Avenida João Pessoa,Rua Dom Pedro II,Centro,Fixa Digital HD,Em Funcionamento,1,,2021-08-19,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
123,CAM1614,2901,-23.93431468,-46.32823629,364827.00,7352410.00,Avenida João Pessoa,Rua Dom Pedro II,Centro,Fixa Digital HD,Em Funcionamento,1,,2021-08-19,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
124,CAM1616,2902,-23.95884173,-46.33140604,364530.00,7349691.00,Avenida Anna Costa,Avenida General Francisco Glycerio,Encruzilhada,Fixa Digital HD,Em Funcionamento,1,,2021-08-20,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
125,CAM1617,2903,-23.95862518,-46.33138416,364532.00,7349715.00,Avenida Anna Costa,Avenida General Francisco Glycerio,Encruzilhada,Fixa Digital HD,Em Funcionamento,1,,2021-08-20,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
126,CAM1620,2863,-23.97648433,-46.31082028,366643.00,7347757.00,Rua Conselheiro Ribas,Rua Alexandre Martins,Aparecida,Fixa Digital HD,Em Funcionamento,1,,2021-07-13,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
127,CAM1621,2864,-23.97649328,-46.31083020,366642.00,7347756.00,Rua Conselheiro Ribas,Rua Alexandre Martins,Aparecida,Fixa Digital HD,Em Funcionamento,1,,2021-07-13,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
128,CAM1622,2905,-23.95883261,-46.33141577,364529.00,7349692.00,Avenida Anna Costa,Avenida General Francisco Glycerio,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-08-20,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
129,CAM1623,2906,-23.95883270,-46.33140594,364530.00,7349692.00,Avenida Anna Costa,Avenida General Francisco Glycerio,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-08-20,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
130,CAM1624,2907,-23.93430557,-46.32824602,364826.00,7352411.00,Avenida João Pessoa,Rua Dom Pedro II,Centro,Fixa Digital HD,Em Funcionamento,1,,2021-08-23,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
131,CAM1626,2909,-23.95589185,-46.33104164,364564.00,7350018.00,Avenida Anna Costa,Rua Espírito Santo,Encruzilhada,Fixa Digital HD,Em Funcionamento,1,,2021-08-24,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
132,CAM1628,2912,-23.94991168,-46.33645344,364007.00,7350675.00,Avenida Bernardino de Campos,Rua Monsenhor Paula Rodrigues,Vila Belmiro,Fixa Digital HD,Em Funcionamento,1,,2021-08-27,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
133,CAM1629,2913,-23.94992071,-46.33645353,364007.00,7350674.00,Avenida Bernardino de Campos,Rua Monsenhor Paula Rodrigues,Vila Belmiro,Fixa Digital HD,Em Funcionamento,1,,2021-08-27,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
134,CAM1631,2915,-23.96761783,-46.32847914,364837.00,7348722.00,Avenida Washington Luis,Rua Galeão Carvalhal,Boqueirão,Fixa Digital HD,Em Funcionamento,1,,2021-08-27,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
135,CAM1632,2916,-23.96761774,-46.32848897,364836.00,7348722.00,Avenida Washington Luis,Rua Galeão Carvalhal,Boqueirão,Fixa Digital HD,Em Funcionamento,1,,2021-08-27,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
136,CAM1637,2918,-23.96050216,-46.32109492,365581.00,7349517.00,Rua Oswaldo Cruz,Rua Nabuco de Araújo,Boqueirão,Fixa Digital HD,Em Funcionamento,1,,2021-08-28,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
137,CAM1642,2922,-23.96152096,-46.33173819,364499.00,7349394.00,Avenida Anna Costa,Rua Luis Suplici,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-08-30,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
138,CAM1643,2921,-23.96152105,-46.33172837,364500.00,7349394.00,Avenida Anna Costa,Rua Luis Suplici,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-08-28,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
139,CAM1646,2926,-23.96450456,-46.32821137,364861.00,7349067.00,Avenida Washington Luis,Rua Tolentino Filgueiras,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-09-01,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
140,CAM1648,2927,-23.96452262,-46.32821156,364861.00,7349065.00,Avenida Washington Luis,Rua Tolentino Filgueiras,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-09-01,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
141,CAM1652,2931,-23.96654811,-46.33830544,363836.00,7348831.00,Avenida Marechal Floriano Peixoto,,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-09-01,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
142,CAM1654,2962,-23.93281278,-46.33064766,364580.00,7352574.00,Rua do Comércio,Rua 15 de Novembro,Centro,Fixa Digital HD,Em Funcionamento,1,,2021-09-06,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
143,CAM1655,2963,-23.93281278,-46.33064766,364580.00,7352574.00,Rua do Comércio,Rua 15 de Novembro,Centro,Fixa Digital HD,Em Funcionamento,1,,2021-09-06,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
144,CAM1656,2964,-23.93281278,-46.33064766,364580.00,7352574.00,Rua do Comércio,Rua 15 de Novembro,Centro,Fixa Digital HD,Em Funcionamento,1,,2021-09-06,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
145,CAM1659,2873,-23.96791825,-46.33859476,363808.00,7348679.00,Avenida Presidente Wilson,Avenida Bernardino de Campos,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-07-22,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
146,CAM1660,2874,-23.96794517,-46.33861469,363806.00,7348676.00,Avenida Presidente Wilson,Avenida Bernardino de Campos,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-07-22,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
147,CAM1661,2875,-23.96794525,-46.33860486,363807.00,7348676.00,Avenida Presidente Wilson,Avenida Bernardino de Campos,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-07-22,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
148,CAM1662,2876,-23.96115168,-46.33785663,363876.00,7349429.00,Avenida General Francisco Glycerio,Avenida Bernardino de Campos,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-07-23,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
149,CAM1663,2877,-23.96115160,-46.33786646,363875.00,7349429.00,Avenida General Francisco Glycerio,Avenida Bernardino de Campos,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-07-23,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
150,CAM1664,2883,-23.96380775,-46.34496947,363155.00,7349128.00,Avenida Senador Pinheiro Machado,Avenida General Francisco Glycerio,Pompéia,Fixa Digital HD,Em Funcionamento,1,,2021-07-28,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
151,CAM1665,2884,-23.96380766,-46.34497929,363154.00,7349128.00,Avenida Senador Pinheiro Machado,Avenida General Francisco Glycerio,Pompéia,Fixa Digital HD,Em Funcionamento,1,,2021-07-28,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
152,CAM1666,2886,-23.96546665,-46.34528150,363125.00,7348944.00,Avenida Senador Pinheiro Machado,Avenida Barão de Penedo,José Menino,Fixa Digital HD,Em Funcionamento,1,,2021-07-28,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:40.360817+00
153,CAM1667,2887,-23.96547568,-46.34528160,363125.00,7348943.00,Avenida Senador Pinheiro Machado,Avenida Barão de Penedo,José Menino,Fixa Digital HD,Em Funcionamento,1,,2021-07-28,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
154,CAM1668,2879,-23.94877382,-46.33021197,364641.00,7350807.00,Avenida Anna Costa,Rua Joaquim Távora,Vila Mathias,Fixa Digital HD,Em Funcionamento,1,,2021-07-26,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
155,CAM1669,2880,-23.94879146,-46.33026128,364636.00,7350805.00,Avenida Anna Costa,Rua Joaquim Távora,Vila Mathias,Fixa Digital HD,Em Funcionamento,1,,2021-07-26,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
156,CAM1675,2961,-23.96566175,-46.33223280,364453.00,7348935.00,Avenida Anna Costa,Rua Azevedo Sodré,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-09-04,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
157,CAM1676,2975,-23.96566167,-46.33224263,364452.00,7348935.00,Avenida Anna Costa,Rua Azevedo Sodré,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-09-18,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
158,CAM1678,2966,-23.97756754,-46.31509674,366209.00,7347633.00,Avenida Bartholomeu de Gusmão,Avenida Almirante Cochrane,Aparecida,Fixa Digital HD,Em Funcionamento,1,,2021-09-10,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
159,CAM1679,2967,-23.97757657,-46.31509683,366209.00,7347632.00,Avenida Bartholomeu de Gusmão,Avenida Almirante Cochrane,Aparecida,Fixa Digital HD,Em Funcionamento,1,,2021-09-10,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
160,CAM1680,2968,-23.97757657,-46.31509683,366209.00,7347632.00,Avenida Bartholomeu de Gusmão,Avenida Almirante Cochrane,Aparecida,Fixa Digital HD,Em Funcionamento,1,,2021-09-10,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
161,CAM1681,2973,-23.94400494,-46.35200561,362418.00,7351314.00,Praça Guadalajara,,Morro Nova Cintra,Fixa Digital HD,Em Funcionamento,1,,2021-09-17,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
162,CAM1682,2974,-23.94402300,-46.35200580,362418.00,7351312.00,Praça Guadalajara,,Morro Nova Cintra,Fixa Digital HD,Em Funcionamento,1,,2021-09-17,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
163,CAM1683,2970,-23.94748279,-46.35496016,362121.00,7350926.00,Rua Lucinda de Matos,Avenida Prefeito Doutor Antônio Manoel de Carvalho,Morro Nova Cintra,Fixa Digital HD,Em Funcionamento,1,,2021-09-17,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
164,CAM1684,2971,-23.94748279,-46.35496016,362121.00,7350926.00,Rua Lucinda de Matos,Avenida Prefeito Doutor Antônio Manoel de Carvalho,Morro Nova Cintra,Fixa Digital HD,Em Funcionamento,1,,2021-09-17,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
165,CAM1685,2972,-23.94747367,-46.35496989,362120.00,7350927.00,Rua Lucinda de Matos,Avenida Prefeito Doutor Antônio Manoel de Carvalho,Morro Nova Cintra,Fixa Digital HD,Em Funcionamento,1,,2021-09-17,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
166,CAM1686,2976,-23.95589185,-46.33104164,364564.00,7350018.00,Avenida Anna Costa,Rua Espírito Santo,Encruzilhada,Fixa Digital HD,Em Funcionamento,1,,2021-09-18,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
167,CAM1687,2977,-23.95855269,-46.33141290,364529.00,7349723.00,Avenida Anna Costa,Avenida General Francisco Glycerio,Encruzilhada,Fixa Digital HD,Em Funcionamento,1,,2021-09-18,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
168,CAM1689,7354,-23.95914342,-46.32262389,365424.00,7349666.00,Avenida Conselheiro Nébias,Rua Alexandre Herculano,Boqueirão,Fixa Digital HD,Em Funcionamento,1,,2021-09-18,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
169,CAM1690,7355,-23.95910730,-46.32262353,365424.00,7349670.00,Avenida Conselheiro Nébias,Rua Alexandre Herculano,Boqueirão,Fixa Digital HD,Em Funcionamento,1,,2021-09-18,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
170,CAM1694,2982,-23.96271146,-46.33191749,364482.00,7349262.00,Avenida Anna Costa,Rua Luiz de Faria,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-09-20,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
171,CAM1695,2983,-23.96271146,-46.33191749,364482.00,7349262.00,Avenida Anna Costa,Rua Luiz de Faria,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-09-20,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
172,CAM1697,2985,-23.93621882,-46.32420781,365239.00,7352203.00,Rua Amador Bueno,Rua Braz Cubas,Centro,Fixa Digital HD,Em Funcionamento,1,,2021-10-13,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
173,CAM1698,2986,-23.93621882,-46.32420781,365239.00,7352203.00,Rua Amador Bueno,Rua Braz Cubas,Centro,Fixa Digital HD,Em Funcionamento,1,,2021-10-13,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
174,CAM1700,2988,-23.96688461,-46.33284485,364392.00,7348799.00,Praça da Independência,Avenida Marechal Floriano Peixoto,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-10-23,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
175,CAM1701,2989,-23.96688461,-46.33284485,364392.00,7348799.00,Praça da Independência,Avenida Marechal Floriano Peixoto,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2021-10-23,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
176,CAM1702,2996,-23.93762820,-46.33249506,364397.00,7352039.00,Túnel Rubens Ferreira Martins,,Centro,Fixa Digital HD,Em Funcionamento,1,,2022-02-01,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
177,CAM1703,2997,-23.93760980,-46.33253417,364393.00,7352041.00,Túnel Rubens Ferreira Martins,,Centro,Fixa Digital HD,Em Funcionamento,1,,2022-02-01,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
178,CAM1704,2990,-23.93761874,-46.33254409,364392.00,7352040.00,Túnel Rubens Ferreira Martins,,Centro,Fixa Digital HD,Em Funcionamento,1,,2022-01-25,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
179,CAM1705,2991,-23.93763663,-46.33256392,364390.00,7352038.00,Túnel Rubens Ferreira Martins,,Centro,Fixa Digital HD,Em Funcionamento,1,,2022-01-25,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
180,CAM1718,3005,-23.94438751,-46.35265810,362352.00,7351271.00,Praça Guadalajara,,Morro Nova Cintra,Fixa Digital HD,Em Funcionamento,1,,2022-04-12,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
181,CAM1719,3006,-23.94439654,-46.35265819,362352.00,7351270.00,Praça Guadalajara,,Morro Nova Cintra,Fixa Digital HD,Em Funcionamento,1,,2022-04-12,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
182,CAM1721,3008,-23.94389707,-46.35399910,362215.00,7351324.00,Rua Torquato Dias,Rua Manoel Garcia Villarinho,Morro Nova Cintra,Fixa Digital HD,Em Funcionamento,1,,2022-04-13,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
183,CAM1722,3009,-23.94388813,-46.35398918,362216.00,7351325.00,Rua Torquato Dias,Rua Manoel Garcia Villarinho,Morro Nova Cintra,Fixa Digital HD,Em Funcionamento,1,,2022-04-13,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
184,CAM1727,3014,-23.93071389,-46.33835820,363793.00,7352799.00,Praça Lions Clube,Avenida Getúlio Dornelles Vargas,Chinês,Fixa Digital HD,Em Funcionamento,1,,2022-04-19,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
185,CAM1729,3016,-23.94605955,-46.36475146,361123.00,7351074.00,Praça Albertino Moreira,Avenida Francisco Ferreira Canto,Caneleira,Fixa Digital HD,Em Funcionamento,1,,2022-04-20,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
186,CAM1731,3018,-23.94607761,-46.36475165,361123.00,7351072.00,Praça Albertino Moreira,Avenida Francisco Ferreira Canto,Caneleira,Fixa Digital HD,Em Funcionamento,1,,2022-04-27,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
187,CAM1732,3019,-23.94579189,-46.35725156,361886.00,7351111.00,Rua Manoel Pereira,Rua Torquato Dias,Morro Nova Cintra,Fixa Digital HD,Em Funcionamento,1,,2022-04-27,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
188,CAM1733,3020,-23.94579197,-46.35724174,361887.00,7351111.00,Rua Manoel Pereira,Rua Torquato Dias,Morro Nova Cintra,Fixa Digital HD,Em Funcionamento,1,,2022-04-27,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
189,CAM1734,3032,-23.95151996,-46.31227761,366469.00,7350520.00,Avenida Senador Dantas,Avenida Engenheiro Civil Sérgio da Costa Matte,Encruzilhada,Fixa Digital HD,Em Funcionamento,1,,2022-05-11,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
190,CAM1737,3023,-23.94028035,-46.33698304,363943.00,7351741.00,Rua Vasco da Gama,Rua Manuel Nascimento Júnior,Jabaquara,Fixa Digital HD,Em Funcionamento,1,,2022-04-27,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
191,CAM1738,3024,-23.94028035,-46.33698304,363943.00,7351741.00,Rua Vasco da Gama,Rua Manuel Nascimento Júnior,Jabaquara,Fixa Digital HD,Em Funcionamento,1,,2022-04-27,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
192,CAM1739,3025,-23.94028035,-46.33698304,363943.00,7351741.00,Rua Vasco da Gama,Rua Manuel Nascimento Júnior,Jabaquara,Fixa Digital HD,Em Funcionamento,1,,2022-04-27,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
193,CAM1742,3034,-23.96624572,-46.32318774,365374.00,7348879.00,Avenida Conselheiro Nébias,Rua Doutor Amilcar Mendes Gonçalves,Boqueirão,Fixa Digital HD,Em Funcionamento,1,,2022-04-19,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
194,CAM1743,3035,-23.96624572,-46.32318774,365374.00,7348879.00,Avenida Conselheiro Nébias,Rua Doutor Amilcar Mendes Gonçalves,Boqueirão,Dome Digital HD,Em Funcionamento,1,,2022-04-19,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
195,CAM1746,3037,-23.93395718,-46.32989305,364658.00,7352448.00,Avenida João Pessoa,Rua Frei Gaspar,Centro,Fixa Digital HD,Em Funcionamento,1,,2022-04-19,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
196,CAM1747,3038,-23.93397524,-46.32989323,364658.00,7352446.00,Avenida João Pessoa,Rua Frei Gaspar,Centro,Fixa Digital HD,Em Funcionamento,1,,2022-04-19,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
197,CAM1753,3031,-23.95153743,-46.31234657,366462.00,7350518.00,Avenida Senador Dantas,Avenida Engenheiro Civil Sérgio da Costa Matte,Outeirinhos,Fixa Digital HD,Em Funcionamento,1,,2022-05-11,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
198,CAM1755,3050,-23.93646100,-46.32858248,364794.00,7352172.00,Avenida São Francisco,Rua Dom Pedro II,Centro,Fixa Digital HD,Em Funcionamento,1,,2022-05-23,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
199,CAM1756,3051,-23.93647003,-46.32858258,364794.00,7352171.00,Avenida São Francisco,Rua Dom Pedro II,Centro,Fixa Digital HD,Em Funcionamento,1,,2022-05-23,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
200,CAM1757,3052,-23.93647012,-46.32857275,364795.00,7352171.00,Avenida São Francisco,Rua Dom Pedro II,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2022-05-23,true,true,true,2025-11-18 18:18:22.747985+00,2025-11-18 18:31:50.46575+00
278,CAM1763,3046,-23.96404694,-46.33203931,364471.00,7349114.00,Avenida Anna Costa,Rua Tolentino Filgueiras,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2022-05-23,true,true,true,2025-11-18 18:18:24.479099+00,2025-11-18 18:25:25.98603+00
279,CAM1764,3047,-23.96404694,-46.33203931,364471.00,7349114.00,Avenida Anna Costa,Rua Tolentino Filgueiras,Gonzaga,Fixa Digital HD,Em Funcionamento,1,,2022-05-23,true,true,true,2025-11-18 18:18:24.776454+00,2025-11-18 18:31:50.46575+00
